         8          8      36401
         8          8      42936
         8          8      51715
         8          8      56358
         8          8      58347
         8          8      59923
         9          9       2165
         9          9       3594
         9          9      10832
         9          9      11783
         9          9      12366
         9          9      16781
         9          9      18541
         9          9      30132
         9          9      33352
         9          9      34028
         9          9      35469
         9          9      35927
         9          9      37221
         9          9      37933
         9          9      39463
         9          9      40750
         9          9      41509
         9          9      49168
         9          9      51459
        10         10       1525
        10         10       9011
        10         10      10174
        10         10      11072
        10         10      11723
        10         10      14642
        10         10      15370
        10         10      15641
        10         10      18276
        10         10      22470
        10         10      26462
        10         10      29610
        10         10      30999
        10         10      31576
        10         10      33928
        10         10      37253
        10         10      40140
        10         10      47236
        10         10      51210
        10         10      51276
        10         10      51337
        10         10      51350
        10         10      52103
        10         10      53311
        10         10      54228
        10         10      56162
        10         10      59008
        11         11       3003
        11         11       3584
        11         11       6143
        11         11       6977
        11         11      10210
        11         11      10718
        11         11      16480
        11         11      16623
        11         11      22671
        11         11      25513
        11         11      28092
        11         11      28684
        11         11      29320
        11         11      29452
        11         11      29770
        11         11      31992
        11         11      35804
        11         11      49514
        11         11      59498
        12         12       2645
        12         12       3385
        12         12       6959
        12         12      11838
        12         12      15726
        12         12      18868
        12         12      27570
        12         12      28945
        12         12      33996
        12         12      34521
        12         12      34819
        12         12      35279
        12         12      49262
        12         12      53944
        12         12      54583
        12         12      59213
        13         13       2748
        13         13      10065
        13         13      11453
        13         13      14243
        13         13      14807
        13         13      14961
        13         13      15875
        13         13      16916
        13         13      17492
        13         13      17747
        13         13      19548
        13         13      19675
        13         13      30593
        13         13      32884
        13         13      43263
        13         13      44358
        13         13      49306
        13         13      55393
        13         13      57279
        14         14       2617
        14         14       8569
        14         14      13452
        14         14      17145
        14         14      21005
        14         14      27797
        14         14      33190
        14         14      33780
        14         14      33904
        14         14      39024
        14         14      39408
        14         14      40187
        14         14      41134
        14         14      43688
        14         14      47111
        14         14      49238
        14         14      49400
        14         14      51593
        14         14      52815
        14         14      55163
        14         14      55424
        15         15        707
        15         15       2044
        15         15       6286
        15         15       7766
        15         15      13819
        15         15      15353
        15         15      19140
        15         15      19917
        15         15      20681
        15         15      26787
        15         15      27740
        15         15      28692
        15         15      29374
        15         15      31232
        15         15      31960
        15         15      34088
        15         15      35003
        15         15      41671
        15         15      42072
        15         15      56554
        16         16        675
        16         16      11690
        16         16      21663
        16         16      24522
        16         16      25692
        16         16      26811
        16         16      28560
        16         16      31568
        16         16      36788
        16         16      38938
        16         16      39073
        16         16      39200
        16         16      40629
        16         16      44438
        17         17       1524
        17         17       9005
        17         17       9707
        17         17      13152
        17         17      14796
        17         17      20345
        17         17      21514
        17         17      24609
        17         17      27978
        17         17      29433
        17         17      40746
        17         17      43992
        17         17      44517
        17         17      54279
        17         17      56733
        17         17      57521
        18         18       2893
        18         18      10097
        18         18      18405
        18         18      18626
        18         18      21940
        18         18      22547
        18         18      28233
        18         18      34344
        18         18      36372
        18         18      37526
        18         18      38178
        18         18      39251
        18         18      40197
        18         18      43823
        18         18      45365
        18         18      50954
        18         18      56440
        19         19       1541
        19         19       6412
        19         19       8899
        19         19      10830
        19         19      14208
        19         19      15825
        19         19      16155
        19         19      17239
        19         19      17266
        19         19      19691
        19         19      25177
        19         19      29791
        19         19      31604
        19         19      44005
        19         19      44557
        19         19      50551
        19         19      57067
        19         19      58522
        19         19      59604
        20         20      12383
        20         20      12870
        20         20      13090
        20         20      13462
        20         20      13553
        20         20      26456
        20         20      27027
        20         20      27616
        20         20      30288
        20         20      31087
        20         20      31933
        20         20      39134
        20         20      41333
        20         20      45677
        20         20      45935
        20         20      52007
        20         20      56222
        21         21       8420
        21         21       8440
        21         21      23053
        21         21      24743
        21         21      28480
        21         21      37294
        21         21      40290
        21         21      41221
        21         21      43609
        21         21      46089
        21         21      47515
        21         21      48010
        21         21      51585
        21         21      52123
        21         21      53401
        21         21      55046
        21         21      57069
        22         22        481
        22         22       1197
        22         22       3939
        22         22       4638
        22         22       8129
        22         22      22342
        22         22      24364
        22         22      28124
        22         22      43194
        22         22      44433
        22         22      44853
        22         22      47700
        22         22      51604
        22         22      51914
        23         23       2993
        23         23       4124
        23         23       6324
        23         23       6905
        23         23      12782
        23         23      20184
        23         23      21469
        23         23      30394
        23         23      31987
        23         23      32440
        23         23      32565
        23         23      35274
        23         23      39030
        23         23      43524
        23         23      44140
        23         23      49057
        23         23      50205
        23         23      56494
        24         24       5456
        24         24       9709
        24         24      10413
        24         24      10634
        24         24      10817
        24         24      11253
        24         24      13967
        24         24      22724
        24         24      24842
        24         24      26393
        24         24      38938
        24         24      39262
        24         24      45168
        24         24      54367
        24         24      56649
        24         24      59070
        24         24      59482
        25         25       8514
        25         25      14399
        25         25      15462
        25         25      15894
        25         25      17407
        25         25      19760
        25         25      20754
        25         25      21375
        25         25      22185
        25         25      23768
        25         25      24936
        25         25      31815
        25         25      31845
        25         25      33783
        25         25      38163
        25         25      49168
        25         25      52078
        26         26       7186
        26         26      13386
        26         26      16035
        26         26      18933
        26         26      30416
        26         26      31642
        26         26      34022
        26         26      35592
        26         26      45672
        26         26      47039
        26         26      49166
        26         26      52071
        26         26      52607
        26         26      52970
        26         26      56697
        26         26      57757
        26         26      57794
        26         26      57934
        27         27       4557
        27         27       4773
        27         27       6621
        27         27       9912
        27         27      13431
        27         27      15788
        27         27      18302
        27         27      20742
        27         27      21899
        27         27      31026
        27         27      31902
        27         27      35202
        27         27      41665
        27         27      44344
        27         27      55634
        27         27      57994
        27         27      58622
        28         28       2196
        28         28       4716
        28         28       5306
        28         28      10429
        28         28      14467
        28         28      18904
        28         28      23336
        28         28      25444
        28         28      26870
        28         28      27470
        28         28      28313
        28         28      32441
        28         28      35453
        28         28      37974
        28         28      39103
        28         28      39753
        28         28      47798
        28         28      48995
        28         28      49270
        28         28      56686
        28         28      57529
        29         29       2345
        29         29       5896
        29         29       7766
        29         29       9793
        29         29      14290
        29         29      20361
        29         29      26084
        29         29      31029
        29         29      33780
        29         29      38103
        29         29      38112
        29         29      40126
        29         29      43048
        29         29      49580
        29         29      53720
        29         29      55499
        29         29      56623
        30         30        522
        30         30       1725
        30         30       6515
        30         30       8561
        30         30      15843
        30         30      16363
        30         30      17332
        30         30      17965
        30         30      19667
        30         30      23321
        30         30      26447
        30         30      30560
        30         30      31940
        30         30      34014
        30         30      36218
        30         30      36943
        30         30      37191
        30         30      38398
        30         30      39455
        30         30      43997
        30         30      47126
        30         30      47348
        30         30      47400
        30         30      48030
        30         30      49298
        30         30      53417
        30         30      55499
        30         30      55995
        30         30      59106
        30         30      59866
        31         31       1765
        31         31      15649
        31         31      16723
        31         31      20848
        31         31      22439
        31         31      23198
        31         31      24473
        31         31      30992
        31         31      34136
        31         31      34170
        31         31      37105
        31         31      38326
        31         31      38942
        31         31      42721
        31         31      45439
        31         31      46016
        31         31      46718
        31         31      50892
        31         31      55693
        32         32       2080
        32         32       8898
        32         32      19058
        32         32      22672
        32         32      26508
        32         32      33207
        32         32      35783
        32         32      36639
        32         32      37077
        32         32      47012
        32         32      49189
        32         32      49470
        32         32      49697
        33         33       4612
        33         33       5908
        33         33       7366
        33         33       9481
        33         33      14701
        33         33      15846
        33         33      20422
        33         33      22163
        33         33      22683
        33         33      25557
        33         33      27115
        33         33      30035
        33         33      32845
        33         33      36398
        33         33      37457
        33         33      39468
        33         33      45726
        33         33      46055
        33         33      46384
        33         33      50854
        33         33      51686
        33         33      51872
        33         33      52651
        33         33      58828
        34         34       3186
        34         34       3761
        34         34       7291
        34         34      16197
        34         34      16542
        34         34      18673
        34         34      20359
        34         34      26484
        34         34      32813
        34         34      33267
        34         34      34547
        34         34      34802
        34         34      36184
        34         34      40981
        34         34      43958
        34         34      44082
        34         34      46191
        34         34      52461
        34         34      55690
        34         34      59021
        35         35        744
        35         35       4450
        35         35       6786
        35         35       7178
        35         35       9018
        35         35      12233
        35         35      12954
        35         35      14557
        35         35      18778
        35         35      18888
        35         35      24721
        35         35      24778
        35         35      25070
        35         35      27399
        35         35      31934
        35         35      32234
        35         35      35223
        35         35      37657
        35         35      38341
        35         35      39584
        35         35      40811
        35         35      43441
        35         35      50929
        35         35      52320
        35         35      53472
        35         35      57066
        36         36         36
        36         36       1034
        36         36       1145
        36         36       9776
        36         36      12393
        36         36      20827
        36         36      21162
        36         36      22177
        36         36      28531
        36         36      29555
        36         36      30142
        36         36      30252
        36         36      32890
        36         36      34549
        36         36      40054
        36         36      48139
        36         36      49327
        36         36      50495
        36         36      52430
        36         36      52598
        36         36      54098
        36         36      56949
        36         36      58114
        37         37       3458
        37         37       8480
        37         37       9054
        37         37      14460
        37         37      17079
        37         37      19294
        37         37      19659
        37         37      40155
        37         37      44783
        37         37      53052
        37         37      58740
        37         37      59026
        37         37      59557
        37         37      59633
        38         38       1760
        38         38       2599
        38         38       4558
        38         38       9918
        38         38      10729
        38         38      12012
        38         38      14148
        38         38      16799
        38         38      18303
        38         38      19675
        38         38      22438
        38         38      24573
        38         38      28224
        38         38      31081
        38         38      39646
        38         38      40369
        38         38      41171
        38         38      43992
        38         38      48189
        38         38      50274
        38         38      53567
        38         38      57079
        39         39        931
        39         39       1320
        39         39       3909
        39         39       4446
        39         39       9542
        39         39      10907
        39         39      17430
        39         39      18049
        39         39      19352
        39         39      26594
        39         39      28607
        39         39      29236
        39         39      36220
        39         39      39821
        39         39      40144
        39         39      41581
        39         39      41908
        39         39      42129
        39         39      47552
        39         39      48591
        39         39      56455
        39         39      57774
        40         40       1269
        40         40       3158
        40         40       5909
        40         40       7425
        40         40       9636
        40         40      10015
        40         40      11814
        40         40      12872
        40         40      14675
        40         40      20226
        40         40      21344
        40         40      23773
        40         40      24769
        40         40      28016
        40         40      33856
        40         40      34857
        40         40      40488
        40         40      41420
        40         40      46894
        40         40      48920
        40         40      48940
        40         40      50498
        40         40      50848
        40         40      53686
        40         40      54115
        40         40      57019
        41         41       6709
        41         41       9022
        41         41      10251
        41         41      12044
        41         41      15180
        41         41      16630
        41         41      20551
        41         41      22118
        41         41      22449
        41         41      25803
        41         41      25808
        41         41      27591
        41         41      27990
        41         41      31280
        41         41      31531
        41         41      32666
        41         41      34611
        41         41      36748
        41         41      38591
        41         41      44873
        41         41      45062
        41         41      47308
        41         41      52431
        41         41      53211
        41         41      54136
        41         41      58350
        42         42       4920
        42         42       5456
        42         42       9092
        42         42      10151
        42         42      12869
        42         42      14428
        42         42      17694
        42         42      18322
        42         42      20986
        42         42      21121
        42         42      29523
        42         42      34784
        42         42      35913
        42         42      36845
        42         42      37061
        42         42      37330
        42         42      49082
        42         42      52332
        42         42      54647
        42         42      55353
        42         42      57197
        42         42      57326
        42         42      59967
        43         43        219
        43         43       7094
        43         43       8238
        43         43      13684
        43         43      13832
        43         43      15276
        43         43      15842
        43         43      15966
        43         43      17159
        43         43      20700
        43         43      21525
        43         43      23053
        43         43      24881
        43         43      25530
        43         43      25803
        43         43      28905
        43         43      29262
        43         43      32339
        43         43      35780
        43         43      38924
        43         43      39763
        43         43      40709
        43         43      45979
        43         43      46368
        43         43      47155
        43         43      50046
        43         43      59388
        43         43      59500
        44         44       2977
        44         44       6260
        44         44       7317
        44         44      10229
        44         44      16353
        44         44      18682
        44         44      20620
        44         44      22600
        44         44      23701
        44         44      26873
        44         44      35564
        44         44      35593
        44         44      35821
        44         44      36598
        44         44      41811
        44         44      53664
        44         44      56514
        44         44      58205
        45         45        400
        45         45       3663
        45         45       4378
        45         45       9578
        45         45      13062
        45         45      13346
        45         45      13418
        45         45      16599
        45         45      21571
        45         45      24127
        45         45      25393
        45         45      26913
        45         45      31208
        45         45      32843
        45         45      34695
        45         45      35671
        45         45      42385
        45         45      45415
        45         45      48007
        45         45      48830
        45         45      49687
        45         45      55228
        45         45      55280
        45         45      55362
        45         45      55429
        45         45      56694
        46         46       4540
        46         46      10184
        46         46      15451
        46         46      23857
        46         46      30868
        46         46      32418
        46         46      33358
        46         46      36180
        46         46      41857
        46         46      43858
        46         46      46127
        46         46      46492
        46         46      49130
        46         46      56598
        47         47       1233
        47         47       2589
        47         47       2832
        47         47       6441
        47         47       8171
        47         47      10876
        47         47      13596
        47         47      14252
        47         47      15899
        47         47      16505
        47         47      16621
        47         47      18960
        47         47      21484
        47         47      28482
        47         47      37781
        47         47      45250
        47         47      50180
        47         47      56443
        48         48        631
        48         48       3169
        48         48       3293
        48         48       3304
        48         48       5110
        48         48       6874
        48         48      10868
        48         48      19230
        48         48      20173
        48         48      23628
        48         48      23700
        48         48      23856
        48         48      24902
        48         48      25456
        48         48      28003
        48         48      29316
        48         48      33824
        48         48      36484
        48         48      38004
        48         48      40094
        48         48      47577
        48         48      55699
        49         49        274
        49         49       1313
        49         49      10136
        49         49      10315
        49         49      18044
        49         49      18630
        49         49      19860
        49         49      19887
        49         49      22231
        49         49      22848
        49         49      22899
        49         49      22995
        49         49      25441
        49         49      26008
        49         49      26266
        49         49      26292
        49         49      27346
        49         49      27764
        49         49      29139
        49         49      32474
        49         49      34226
        49         49      36824
        49         49      37779
        49         49      39721
        49         49      39980
        49         49      42827
        49         49      45551
        49         49      49739
        49         49      50404
        49         49      51862
        49         49      56463
        49         49      56895
        49         49      57603
        49         49      58250
        49         49      59966
        50         50       1616
        50         50       5523
        50         50      17518
        50         50      18567
        50         50      23263
        50         50      25387
        50         50      29065
        50         50      29112
        50         50      29500
        50         50      31626
        50         50      33397
        50         50      34091
        50         50      36831
        50         50      37489
        50         50      38688
        50         50      41215
        50         50      47431
        50         50      48618
        50         50      52630
        50         50      54752
        50         50      55382
        50         50      56679
        50         50      57906
        50         50      58590
        51         51        145
        51         51       1698
        51         51       3765
        51         51       4046
        51         51       7012
        51         51       7539
        51         51      13003
        51         51      15670
        51         51      15863
        51         51      17587
        51         51      17885
        51         51      19835
        51         51      30736
        51         51      31711
        51         51      35867
        51         51      40187
        51         51      42329
        51         51      42822
        51         51      45777
        51         51      48520
        51         51      51838
        51         51      52845
        51         51      54264
        51         51      55926
        51         51      59585
        52         52        360
        52         52      11306
        52         52      13233
        52         52      14766
        52         52      16206
        52         52      16637
        52         52      17156
        52         52      18936
        52         52      19518
        52         52      20460
        52         52      24179
        52         52      24665
        52         52      25076
        52         52      26707
        52         52      28863
        52         52      31163
        52         52      31810
        52         52      34933
        52         52      38942
        52         52      39929
        52         52      45933
        52         52      45964
        52         52      48051
        52         52      48573
        52         52      50546
        52         52      51211
        52         52      51513
        52         52      53066
        52         52      55780
        52         52      58526
        52         52      59224
        53         53       1034
        53         53       5038
        53         53       8619
        53         53      10966
        53         53      15689
        53         53      17177
        53         53      17747
        53         53      18484
        53         53      21006
        53         53      21719
        53         53      24516
        53         53      25324
        53         53      28518
        53         53      29946
        53         53      34551
        53         53      34962
        53         53      43410
        53         53      46585
        53         53      53068
        53         53      56646
        53         53      59879
        54         54       5950
        54         54       8680
        54         54       9688
        54         54      11306
        54         54      12903
        54         54      15632
        54         54      15724
        54         54      17278
        54         54      18558
        54         54      20743
        54         54      25032
        54         54      26442
        54         54      28351
        54         54      29789
        54         54      30744
        54         54      32472
        54         54      36432
        54         54      36706
        54         54      38905
        54         54      43509
        54         54      43700
        54         54      46128
        54         54      46917
        54         54      48300
        54         54      50542
        54         54      52791
        54         54      54958
        55         55       3904
        55         55       7251
        55         55       7412
        55         55       9488
        55         55      12120
        55         55      22938
        55         55      24516
        55         55      24794
        55         55      25737
        55         55      27896
        55         55      28245
        55         55      28910
        55         55      29717
        55         55      34452
        55         55      39544
        55         55      40273
        55         55      46713
        55         55      49367
        55         55      57696
        56         56        102
        56         56       5268
        56         56       6454
        56         56       6621
        56         56       7498
        56         56      11403
        56         56      11910
        56         56      13500
        56         56      19260
        56         56      24843
        56         56      25134
        56         56      26711
        56         56      27279
        56         56      29631
        56         56      31648
        56         56      32914
        56         56      34075
        56         56      35094
        56         56      35875
        56         56      39148
        56         56      40354
        56         56      43969
        56         56      45920
        56         56      46180
        56         56      47958
        56         56      48643
        56         56      49200
        56         56      50523
        56         56      51945
        56         56      57915
        56         56      59110
        57         57       3703
        57         57      13386
        57         57      16154
        57         57      18625
        57         57      23152
        57         57      23591
        57         57      26100
        57         57      28539
        57         57      29076
        57         57      32168
        57         57      33341
        57         57      35127
        57         57      36184
        57         57      38198
        57         57      41194
        57         57      43197
        57         57      49145
        58         58        416
        58         58       7985
        58         58      18409
        58         58      21364
        58         58      22448
        58         58      24127
        58         58      33671
        58         58      39909
        58         58      40723
        58         58      42481
        58         58      48469
        58         58      48832
        58         58      51253
        58         58      51825
        59         59      16641
        59         59      23637
        59         59      23931
        59         59      28035
        59         59      34482
        59         59      35419
        59         59      37170
        59         59      40498
        59         59      41841
        59         59      42022
        59         59      42231
        59         59      43143
        59         59      51128
        59         59      53824
        60         60       5619
        60         60       6562
        60         60       7904
        60         60      10088
        60         60      18754
        60         60      19476
        60         60      22133
        60         60      22353
        60         60      26369
        60         60      29433
        60         60      37996
        60         60      39556
        60         60      39649
        60         60      45112
        60         60      45226
        60         60      46912
        60         60      47567
        60         60      48051
        60         60      51738
        60         60      53017
        60         60      57931
        60         60      59549
        61         61       1648
        61         61       4283
        61         61       8382
        61         61      12656
        61         61      14835
        61         61      14882
        61         61      21571
        61         61      21938
        61         61      24029
        61         61      24104
        61         61      31277
        61         61      32836
        61         61      35364
        61         61      36617
        61         61      37831
        61         61      37948
        61         61      41695
        61         61      43528
        61         61      45094
        61         61      45190
        61         61      49543
        61         61      50313
        61         61      53957
        61         61      54479
        61         61      57789
        62         62       2964
        62         62       5110
        62         62       6550
        62         62      14873
        62         62      15072
        62         62      22463
        62         62      23122
        62         62      26254
        62         62      34372
        62         62      37253
        62         62      42408
        62         62      44783
        62         62      45645
        62         62      55146
        63         63       1643
        63         63       6744
        63         63      10027
        63         63      21272
        63         63      27306
        63         63      28986
        63         63      29581
        63         63      33726
        63         63      35529
        63         63      40044
        63         63      41921
        63         63      43716
        63         63      43932
        63         63      45164
        63         63      46309
        63         63      49689
        63         63      51900
        63         63      54265
        63         63      54635
        63         63      57383
        64         64        521
        64         64       5830
        64         64       6314
        64         64      11721
        64         64      16624
        64         64      20456
        64         64      23803
        64         64      27157
        64         64      31991
        64         64      32279
        64         64      32457
        64         64      45645
        64         64      46811
        64         64      49108
        64         64      52313
        64         64      53255
        64         64      56695
        65         65       4458
        65         65       5473
        65         65       5876
        65         65       7112
        65         65       9978
        65         65      12780
        65         65      17532
        65         65      33978
        65         65      37946
        65         65      40910
        65         65      46127
        65         65      46727
        65         65      54801
        66         66       3656
        66         66       4798
        66         66       7316
        66         66       8311
        66         66       9945
        66         66      27317
        66         66      37186
        66         66      39564
        66         66      43252
        66         66      43630
        66         66      45538
        66         66      48111
        66         66      53896
        66         66      56379
        67         67       3196
        67         67       5327
        67         67       7425
        67         67       8096
        67         67       9298
        67         67       9637
        67         67      10594
        67         67      17044
        67         67      33654
        67         67      36795
        67         67      40314
        67         67      47713
        67         67      52328
        67         67      53723
        67         67      55459
        68         68       1581
        68         68       4508
        68         68       6089
        68         68       9260
        68         68      12591
        68         68      15152
        68         68      19557
        68         68      27708
        68         68      28303
        68         68      30152
        68         68      31087
        68         68      31829
        68         68      35135
        68         68      35768
        68         68      42428
        68         68      44559
        68         68      47504
        68         68      47990
        68         68      48007
        68         68      50491
